Brand,Area,Whiskies,Votes,Rating,WB Ranking
Special Islay Malt,Scotland,10,10,84.09,D
Special Malt,Scotland,1,NA,NA,G
Special Reserve,Scotland,5,NA,NA,G
Special Speyside Malt,Scotland,1,1,85.83,C
Special Vatting,Scotland,7,6,82.58,D
Speireag,Scotland,1,1,89,C
Spencer Club,Scotland,1,1,77.5,E
Sperbers,Germany,3,1,84,D
SPEY,Scotland,27,19,83.22,D
Spey River,Scotland,3,1,77.67,E
Spey Royal,Scotland,6,2,84,D
Spey Vintage,Scotland,1,NA,NA,G
Speybridge,Scotland,5,4,85.64,C
Speyburn,Scotland,138,104,83.14,D
Speymhor,Scotland,1,1,72.5,F
Speyside,Scotland,84,61,84.52,D
Speyside Blended Malt Scotch Whisky,Scotland,2,NA,NA,G
Speyside Cooperage,Scotland,3,3,75.87,E
Speyside distilled in Ballindalloch,Scotland,2,1,93,B
Speyside Distillery,Scotland,183,123,83.98,D
Speyside Finest,Scotland,3,3,88.55,C
Speyside Glenlivet Region,Scotland,1,1,87.6,C
Speyside Hero,Scotland,2,2,89.07,C
Speyside King,Scotland,1,1,85.25,C
Speyside Malt,Scotland,12,6,90.49,B
Speyside Mysteria,Scotland,4,4,88.16,C
Speyside Region,Scotland,62,56,89.46,C
Speyside Region Malt,Scotland,9,6,91.3,B
Speyside Region Selection,Scotland,5,5,87.17,C
Speyside Reserve,Scotland,3,2,82.75,D
Speyside Single Malt,Scotland,7,5,90.79,B
Speyside Single Malt Scotch Whisky,Scotland,12,7,85.48,C
Speyside's Finest Distillery,Scotland,4,3,91.28,B
Speysider,Scotland,1,1,88,C
Spezialitätenbrauerei Eckart,Germany,5,NA,NA,G
Spica,Scotland,1,NA,NA,G
Spice King,Scotland,9,8,80.61,D
Spillers Bonio,Scotland,1,NA,NA,G
Spinnaker,Germany,15,8,72.49,F
Spirale,Scotland,3,3,90.33,B
Spirit Collection,Scotland,6,NA,NA,G
Spirit Hound,United States,1,1,81,D
Spirit of Aarhus,Denmark,1,1,76,E
Spirit of Boston,United States,1,NA,NA,G
Spirit of Dublin,Ireland,3,2,69.25,G
Spirit of Freedom,Scotland,4,4,82.31,D
Spirit of Memories,,1,1,87.5,C
Spirit of Mensa,Scotland,3,1,88,C
Spirit of Munro,New Zealand,1,NA,NA,G
Spirit of Robyn Hoode,Scotland,4,NA,NA,G
Spirit of Speyside Whisky Festival,Scotland,12,5,78.53,E
Spirit of TOAD,United Kingdom,1,1,86,C
Spirit of Unity,Scotland,1,1,83.19,D
Spirit of Yorkshire Distillery,United Kingdom,2,2,89,C
Spirit Works,United States,1,NA,NA,G
Spiritz of the Isles,Scotland,1,1,84.75,D
Split Rock,United States,1,1,81.33,D
Sporting,Portugal,NA,NA,NA,G
Spring 44,United States,1,NA,NA,G
Spring Mill,United States,1,NA,NA,G
Spring River,United States,3,NA,NA,G
Springavulin,Scotland,1,1,85,C
Springbank,Scotland,2081,1553,88.72,C
Spyniemor,Scotland,2,1,90,B
Square One,United States,1,NA,NA,G
Squires,Scotland,1,NA,NA,G
St Magdalene,Scotland,124,97,89.09,C
St. Andrews,,2,2,86.12,C
St. Augustine,United States,1,NA,NA,G
St. Beccan's Dram,Ireland,1,1,89.5,C
St. Declan’s Well,Ireland,1,1,90.64,B
St. Edmund Hall,Scotland,1,NA,NA,G
St. George,Philippines,1,NA,NA,G
St. George (RU),Russian Federation,1,1,82,D
St. George Spirits,United States,16,9,78.63,E
St. James' Blend,Scotland,1,1,82,D
St. James's,Scotland,5,1,84,D
St. Kilian,Germany,12,11,81.31,D
St. Mirren F.C.,Scotland,1,NA,NA,G
St. Patrick's,Ireland,5,4,80.78,D
St. Patrick's Prayer,Ireland,1,1,90.07,B
Stadler,Germany,1,NA,NA,G
Stage Coach,United States,1,NA,NA,G
Stagg Jr.,United States,11,10,87.53,C
Stalk & Barrel,Canada,26,17,79.97,E
Stammheimer,Switzerland,3,1,72.67,F
Standard Wormwood,United States,3,NA,NA,G
Staoisha,Scotland,1,1,82,D
Stark Spirits,United States,5,NA,NA,G
Starkenberg,Austria,4,1,71.91,F
Starlight Distillery,United States,3,NA,NA,G
Starrag Clach,Switzerland,1,NA,NA,G
Stars & Stripes,United States,5,1,65,G
Starward,Australia,8,5,82.2,D
Statesman,Scotland,6,2,53.85,G
Stauning,Denmark,56,46,78.18,E
Steaming in the Highlands,Scotland,NA,NA,NA,G
Steel Bonnets,United Kingdom,1,NA,NA,G
Stein,United States,5,NA,NA,G
Steirischer Whisky,Austria,1,NA,NA,G
Sterling,Scotland,1,NA,NA,G
Sterling Reserve,India,NA,NA,NA,G
Stewart,United States,1,NA,NA,G
Stewart's,Scotland,2,NA,NA,G
Stewarts Cream of the Barley,Scotland,9,8,83.17,D
Stewarts Dundee,United Kingdom,9,3,83.06,D
Still Waters,Scotland,1,NA,NA,G
Stillbrook,United States,8,2,81.1,D
Stillhouse,United States,1,1,55.5,G
StilltheOne,United States,2,1,83,D
Stinghers,Scotland,1,NA,NA,G
Stirling Castle,Scotland,1,1,83.25,D
Stitzel-Weller,United States,1,NA,NA,G
Stoaninger,Austria,1,1,77.5,E
Stock Plzeň,Czech Republic,2,NA,NA,G
Stöfflbräu,Austria,1,1,72.5,F
Stokerij De Onrust,Netherlands,3,2,60.34,G
Stolen Whiskey,United States,1,NA,NA,G
Stolen Youth,United Kingdom,NA,NA,NA,G
Stone Barn,United States,3,NA,NA,G
Stone Castle,United States,1,NA,NA,G
Stone of Manhood,Scotland,1,NA,NA,G
StoneHammer,United States,1,NA,NA,G
Stonewall Malts,Germany,2,2,89.94,C
Stonewood,Germany,11,7,60.05,G
Stork Club,Germany,6,3,77.56,E
Storm,Scotland,2,2,80.34,D
Störtebeker,Germany,2,1,76.5,E
Straight Bourbon Whiskey,United States,9,6,88.65,C
Straight Edge,United States,1,1,82.7,D
Straight from the Cask,Scotland,3,2,87.84,C
Straight Rye Whiskey,United States,1,NA,NA,G
Stranahan's,United States,21,13,85.74,C
Strangford,Ireland,2,1,72,F
Strathayr,Scotland,2,1,77,E
Strathbeag,Scotland,1,1,80,D
Strathblair,Scotland,1,NA,NA,G
Strathclyde,Scotland,125,91,85.92,C
Strathcolm,Scotland,3,3,78.47,E
Strathconon,Scotland,4,2,84.5,D
Strathearn,Scotland,19,8,81.51,D
Stratheden,Scotland,10,6,80.32,D
Strathglen,Scotland,1,NA,NA,G
Strathisla,Scotland,489,390,88.01,C
Strathmill,Scotland,316,235,84.59,D
Strathmore,Scotland,5,2,87.58,C
Strathspey,Scotland,2,2,82.34,D
Straw Boys,Ireland,1,NA,NA,G
Stronachie,Scotland,21,18,79.88,E
Strong's,Scotland,1,NA,NA,G
STRT,Scotland,1,NA,NA,G
Stuart,Scotland,1,NA,NA,G
Stuart's,Scotland,1,NA,NA,G
Stuart's,United States,2,NA,NA,G
Sugarlands,United Arab Emirates,2,2,76.5,E
Sullivans Cove,Australia,90,59,84.18,D
Sun Shine,Japan,6,4,85.44,C
Sunken Still,Belgium,1,1,74,F
Sunny Brook,United States,2,NA,NA,G
Suntory,Japan,248,98,83.67,D
Supreme,Scotland,1,1,87,C
Surselva Bräu,Switzerland,5,1,66.25,G
Susquehanna,United States,1,NA,NA,G
Swabbie Whiskey,United States,2,NA,NA,G
Sweden Rock,Scotland,2,2,69.82,G
Swhisky,Switzerland,10,6,59.42,G
Swiss Single Malt Whisky,Switzerland,1,1,85,C
Swiss Stone Eagle,Switzerland,1,NA,NA,G
Swissky,Switzerland,9,4,77.71,E
Swn Y Mor,United Kingdom,6,1,50,G
Sword's,Scotland,1,NA,NA,G
Sword's Gauntlet,Scotland,1,NA,NA,G
Sylter Ellenbogen,Germany,NA,NA,NA,G
Sylter Offshore,Germany,1,1,75.67,E
Sylter Tide Whisky,Germany,1,1,68.9,G
Sylter Watt,Germany,5,2,80,D
Symphony,Scotland,1,1,85,C
Syndicate 58/6,Scotland,2,1,82.5,D
T-spooned Malt Whisky,Scotland,1,1,84.67,D
T-Spooned Speyside Blended Malt Whisky,Scotland,1,1,76,E
T.J. Pottinger,United States,6,NA,NA,G
T.W. Samuels,United States,3,NA,NA,G
Tacoma,United States,1,1,79,E
Taconic Distillery,United States,5,NA,NA,G
Tahoe Moonshine,United States,1,NA,NA,G
Taketsuru,Japan,49,37,86.24,C
Talimburg,Scotland,1,1,86.85,C
Talisker,Scotland,544,451,86.93,C
Tall Ships Race,Scotland,1,NA,NA,G
Tam O' Shanter,Scotland,1,NA,NA,G
Tambowie,Scotland,2,1,79,E
Tamdhu,Scotland,396,286,84.96,D
Tamifroyg,Scotland,1,1,88.88,C
Tammer,Germany,1,NA,NA,G
Tammie,Scotland,1,NA,NA,G
Tamnavulin,Scotland,173,123,85.39,C
Tangle Ridge,Canada,1,1,71,F
Tanners,Scotland,2,NA,NA,G
Tantallan,Scotland,9,3,80.53,D
Taos Lightning,United States,4,NA,NA,G
TAP,Canada,3,2,70.94,F
Taplows,Scotland,1,NA,NA,G
Taranis,Germany,3,2,79,E
Taranty,Scotland,3,1,90,B
Tarracroy,Scotland,3,1,90.5,B
Tartan Pride,Scotland,1,1,80,D
Tartans,Scotland,1,NA,NA,G
Tasgall,Scotland,2,2,83.26,D
Tasters' Choice,Scotland,3,3,88.67,C
Tasty Creations,Scotland,16,10,83.27,D
Tatoosh,United States,3,2,75.5,E
Tattersall,United States,1,1,86,C
Tawny Corn,Switzerland,3,NA,NA,G
Tax Collector,Scotland,3,1,80.5,D
Taylor,United States,1,NA,NA,G
Tayside,Scotland,3,2,81,D
Té Bheag,Scotland,8,6,81.73,D
Teacher's,Scotland,44,26,79.09,E
Teaghlach,Germany,1,1,89.86,C
Teaninich,Scotland,301,208,86.22,C
Tecker,Germany,19,9,72.28,F
Teeling,Ireland,193,158,84.58,D
Teerenpeli,Finland,29,26,80.74,D
Teith Mill,Scotland,3,NA,NA,G
Telser,Liechtenstein,17,13,77.7,E
Temperance Distilling,United States,1,NA,NA,G
Temperance Trader,United States,4,1,83,D
Templeton,United States,7,7,81.51,D
Temptation,United States,1,NA,NA,G
Ten Distilleries,Japan,1,NA,NA,G
Ten High,United States,11,5,83.4,D
Tennessee Bourbon,United States,6,5,86.98,C
Tennessee Spirits Company,United States,3,1,84,D
Tennessee Straight Bourbon,United States,1,NA,NA,G
Tennessee Walker,United States,1,NA,NA,G
Tennessee Whisky,United States,2,1,85.67,C
Texa Dram,Scotland,1,1,87.85,C
Texas Ligation,United States,2,1,80,D
Texas Longhorn,United States,1,NA,NA,G
Texelse,Netherlands,6,5,77.28,E
Thane of Cawdor,Scotland,1,NA,NA,G
The '90s,Scotland,1,1,90,B
The 15 Para Blend,Scotland,1,NA,NA,G
The Abbot's Choice,Scotland,15,4,80.13,D
The Akkeshi,Japan,2,1,76.67,E
The Alloway,Scotland,1,1,89,C
The Alrik,Germany,13,13,90.34,B
The Ambassador,United States,1,1,88,C
The An Linnean Blend,Scotland,1,1,91,B
The Annan,Scotland,1,1,89,C
The Antiquary,Scotland,41,23,81.14,D
The Argyll And Sutherland Highlanders,Scotland,3,NA,NA,G
The Aubigny Auld Alliance,France,1,NA,NA,G
The Auchtertyre,Scotland,1,1,87,C
The Auld Brig,Scotland,1,1,81,D
The Bailie Nicol Jarvie,Scotland,6,4,80.2,D
The Ballydoyle,Ireland,1,NA,NA,G
The Banks O' Doon,Scotland,1,1,87,C
The Bard's Best,Scotland,1,1,19,G
The Belgian Owl,Belgium,69,43,78.14,E
The Bennachie,Scotland,12,4,82.31,D
The Big Smoke,Scotland,7,5,83.38,D
The Big Strand,Scotland,1,1,83.29,D
The Big T,United States,1,NA,NA,G
The Biggar,Scotland,1,1,81,D
The Bitter Truth,United States,1,1,89.75,C
The Black Diamond,Scotland,1,1,87,C
The Black Prince,Scotland,6,NA,NA,G
The Black Tulip,Scotland,1,NA,NA,G
The Blender's Reserve,Scotland,1,NA,NA,G
The Bomb,Scotland,3,1,84,D
The Breeder's Choice,Argentina,4,NA,NA,G
The Brisbane,,1,1,86,C
The Brook,Scotland,1,NA,NA,G
The Buchanan,Scotland,4,NA,NA,G
The Budgie Bar,Scotland,1,NA,NA,G
The Burning Chair,United States,1,NA,NA,G
The Captain's,Scotland,2,1,80,D
The Càrn Mòr Blend,Scotland,1,1,78.67,E
The Carnoustie,Scotland,1,NA,NA,G
The Centenary Blend,Scotland,1,NA,NA,G
The Chairman's,Scotland,1,NA,NA,G
The Challenge,Scotland,2,1,80,D
The Charles House,Scotland,5,3,50.33,G
The Chivas and Glenlivet Group,Scotland,1,NA,NA,G
The Cigar Malt,Scotland,13,9,88.52,C
The Circus,Scotland,1,1,86.53,C
The Class,Scotland,1,1,61,G
The Classic Cask,United States,14,6,91.89,B
The Claymore,Scotland,8,3,76.33,E
The Clydeside Distillery,Scotland,1,1,77,E
The Coaster,New Zealand,2,1,71,F
The Coldstream Guard,Scotland,1,NA,NA,G
The Connoisseur's,Scotland,1,1,1,G
The Corriemhor,Scotland,3,3,83.72,D
The Dalvey,Scotland,2,1,85,C
The Dark Secret,Scotland,5,5,87.7,C
The Dark Side of Islay,Scotland,4,3,88.16,C
The Darkness,,2,NA,NA,G
The Deacons Dram,Scotland,1,NA,NA,G
The Dead Rabbit,United States,1,NA,NA,G
The Deveron,Scotland,6,6,65.31,G
The Dew Of The Grampians,Scotland,1,1,84,D
The Directors' Blend,Scotland,1,NA,NA,G
The Dirk,Scotland,1,NA,NA,G
The Doborn,Scotland,1,NA,NA,G
The Dogs,Scotland,1,1,15,G
The Doonhamers,Scotland,1,NA,NA,G
The Double,Scotland,3,2,82.88,D
The Double Single,Scotland,3,3,88.23,C
The Douglas Blend,Scotland,1,NA,NA,G
The Dragon,Scotland,8,7,88.66,C
The Drake,Scotland,1,NA,NA,G
The Drumnadrochit Dram,Scotland,1,NA,NA,G
The Dublin Liberties,Ireland,2,2,79.85,E
The Dubliner,Ireland,3,2,76.6,E
The Dundee,Scotland,2,NA,NA,G
The Earl of Gosford's,Scotland,1,NA,NA,G
The Earl's,Scotland,1,1,84.67,D
The Eaton's,Scotland,1,NA,NA,G
The Edge,Germany,1,1,80.67,D
The Edrington Blend,Scotland,1,1,87,C
The Ellisland,Scotland,1,1,82,D
The Emerald 1865,United States,2,NA,NA,G
The English Whisky,United Kingdom,237,142,79.79,E
The Entertainer,Scotland,1,1,89.2,C
The Epicurean,Scotland,5,2,80.74,D
The Eriskay,Scotland,1,1,90.33,B
The Exceptional,Scotland,4,3,88.67,C
The Exclusive Blend,Scotland,7,5,86.3,C
The Exec,Scotland,1,NA,NA,G
The Falkirk Wheel,Scotland,2,NA,NA,G
The Falls of Dochart,Scotland,1,NA,NA,G
The Famous Glen,Scotland,1,NA,NA,G
The Famous Grouse,Scotland,139,88,78.78,E
The Famous Sinclair 1612,Scotland,1,NA,NA,G
The Fat Trout,Scotland,4,3,77.67,E
The Favourite,Scotland,1,NA,NA,G
The Feathery,Scotland,2,2,82.67,D
The Final Blend,Scotland,1,NA,NA,G
The Firkin Whisky,Scotland,NA,NA,NA,G
The First Footer,Scotland,1,NA,NA,G
The Fisherman,Scotland,1,1,88,C
The Five,Scotland,3,1,89,C
The Formidable Jock of Bennachie,Scotland,2,NA,NA,G
The Founders Reserve,Scotland,1,1,88,C
The Four,Scotland,4,3,88.33,C
The Frankenporter,New Zealand,1,NA,NA,G
The Friars Carse,Scotland,1,1,87,C
The Friend at Hand,Ireland,1,NA,NA,G
The Fujisan,Japan,1,NA,NA,G
The Gauldrons,Scotland,2,2,85.09,C
The General,Scotland,2,1,91.85,B
The Generous Spirit,Scotland,3,3,78.36,E
The Gentleman's Blend,Scotland,1,NA,NA,G
The Gifted Horse,United States,1,1,100,A
The Gild,Scotland,1,1,77.25,E
The Glen Dowan,Scotland,5,2,74.5,F
The Glen Peel,Scotland,2,1,82.33,D
The Glen Silver's,Scotland,5,4,72.94,F
The Glenfohry,Scotland,3,2,34,G
The Glenlivet-Blend,Scotland,2,NA,NA,G
The Glover,Scotland,4,4,88.6,C
The Golan Heights Distillery,Israel,3,3,82.56,D
The Gold Label Whisky,Scotland,1,NA,NA,G
The Golden Age Blend,Scotland,1,1,89.83,C
The Good Spirits Co.,Scotland,23,9,82.94,D
The Gordon Highlander's,Scotland,1,1,79.11,E
The Great Glen,Scotland,3,3,69.56,G
The Great Macaulay,Scotland,2,2,75,E
The Green Welly Stop,United Kingdom,1,NA,NA,G
The Greybeard,Scotland,1,1,72,F
The Grove,Australia,1,1,40,G
The Half-Century Blend,Scotland,3,3,88.71,C
The Hampden Roar,Scotland,1,NA,NA,G
The Hielanman,Scotland,4,NA,NA,G
The Highland Fox,Scotland,1,NA,NA,G
The Highlander,Scotland,1,1,82,D
The Hilhaven Lodge,United States,1,NA,NA,G
The Hive,Scotland,8,6,79.87,E
The Hoebeg,Scotland,4,2,81.67,D
The Hollow Mountain,Scotland,1,NA,NA,G
The House of Alister MacKenzie,,1,1,84.5,D
The House of Bruar,Scotland,1,1,80,D
The Hunter,Scotland,1,NA,NA,G
The Huntly,Scotland,3,3,84,D
The Ileach,Scotland,11,8,82.49,D
The Infamous,Scotland,1,1,86.8,C
The Inverarity,Scotland,10,5,78.1,E
The Inverness Courier,Scotland,1,NA,NA,G
The Irish Fiddler,Ireland,1,1,78,E
The Irishman,Ireland,47,36,82.98,D
The Isle Of Islay,Scotland,1,1,87,C
The Jacobite,Scotland,2,NA,NA,G
The Junior,Scotland,2,NA,NA,G
The Kenmore,Scotland,1,1,82,D
The Kincardine,,1,1,86.8,C
The Knot,Ireland,1,1,70,F
The Kurayoshi,Japan,13,10,78.46,E
The Kylesku,Scotland,1,NA,NA,G
The Lakes,United Kingdom,6,2,81,D
The Langlander,Poland,1,1,74,F
The Last Drop,Scotland,10,6,93.24,B
The Last Fetish,Scotland,1,1,89.8,C
The Last Hunter,Scotland,1,NA,NA,G
The Last Vatted Grain,Scotland,1,1,89.8,C
The Last Vatted Malt,Scotland,1,1,90.27,B
The Latitude 55°,Scotland,2,1,58,G
The Legendary,Scotland,20,15,83.79,D
The Legendary Salty Sea-Dog,Scotland,3,3,80.5,D
The Lincluden,Scotland,1,1,84,D
The Little Lighthouse,Scotland,1,1,89,C
The little smoking monster,Scotland,1,1,80,D
The Liverpool Whiskey,Ireland,1,NA,NA,G
The Living Cask,Scotland,2,1,86,C
The Loch Fyne,Scotland,13,9,80.61,D
The Lochmaben,Scotland,1,1,87.5,C
The Lochside,Scotland,1,NA,NA,G
The London Distillery Company,United Kingdom,2,2,80.5,D
The London Single Malt Whisky,United Kingdom,8,2,77.5,E
The Loner,Scotland,1,1,80.25,D
The Lord Balliol,Scotland,1,NA,NA,G
The Lord Provost's,Scotland,1,NA,NA,G
The Lost Blend,Scotland,6,4,83.35,D
The Lost Distilleries Blend,Scotland,10,8,87.84,C
The Lübbehusen,Germany,1,1,82.86,D
The MacKenzie,New Zealand,2,NA,NA,G
The Maclennan Reserve,Scotland,1,NA,NA,G
The MacPhunn,Scotland,6,5,87.4,C
The Manchester Whiskey,Ireland,1,NA,NA,G
The Mc. Kenney,Scotland,1,NA,NA,G
The Merry Go Round,Scotland,1,1,91.83,B
The Mill Burn,Scotland,1,NA,NA,G
The Modern Masters,Scotland,1,1,89,C
The Monarch,Scotland,3,NA,NA,G
The Moray Brand,Scotland,2,NA,NA,G
The Moray District,Scotland,1,NA,NA,G
The Most Righteous,United States,1,1,81.5,D
The Mu-Mei,Japan,1,NA,NA,G
The Muir of Ord,Scotland,1,NA,NA,G
The Munro's,Scotland,12,NA,NA,G
The Murrayfield,Scotland,2,NA,NA,G
The Naked Grouse,Scotland,4,4,77.09,E
The Nameless One,Scotland,1,1,86.32,C
The Nameless Two,Scotland,1,1,86.57,C
The National Choice,Scotland,2,2,82.25,D
The Nectar,Scotland,1,1,88.94,C
The Nine Springs,Germany,12,11,79.5,E
The Norfolk,United Kingdom,4,2,77.5,E
The Notch,United States,3,1,89,C
The Numinous Cask,Scotland,1,1,85.78,C
The OA Islay,Scotland,5,4,82.49,D
The Oamaruvian,New Zealand,13,7,86.59,C
The Octave Cask,Scotland,1,1,88,C
The Old Man of Hoy,Scotland,13,7,85.88,C
The Olde Deer,Switzerland,6,4,80.56,D
The One,United Kingdom,16,10,80.38,D
The Original Mackinlay,Scotland,14,3,78,E
The Original Texas Legend Distillery,United States,2,NA,NA,G
The Osprey,Scotland,3,NA,NA,G
The Otago,New Zealand,2,NA,NA,G
The Palace Bar,Ireland,4,4,88.19,C
The Pauls Malt,Scotland,2,NA,NA,G
The Peat Bog,Scotland,1,1,87.95,C
The Peat Monster,Scotland,16,15,84.62,D
The Pibroch,Scotland,1,1,82,D
The Pipers Choice,Scotland,5,5,85.4,C
The Pitlochry Original,Scotland,1,NA,NA,G
The Pogues,Ireland,3,3,77.51,E
The Post-Factual Hopsky,,1,1,86.37,C
The Pot Still,Scotland,1,1,81,D
The Precentor's Peg,Scotland,1,NA,NA,G
The President's Choice,United States,1,NA,NA,G
The Presidential Dram,United States,3,NA,NA,G
The Prestonfield,Scotland,11,5,93.24,B
The Prince of the Highlands,Scotland,1,1,89.5,C
The Ptarmigan,Scotland,1,NA,NA,G
The Quartet,Scotland,1,1,84.5,D
The Queen's Seal,Scotland,2,NA,NA,G
The Queens,Scotland,1,NA,NA,G
The Quiet Man,Ireland,11,11,80.38,D
The Real Mackenzie,Scotland,17,5,82.03,D
The Real McTavish,Scotland,1,NA,NA,G
The Riddle of Islay,Scotland,1,1,86.5,C
The Royal & Ancient,Scotland,2,NA,NA,G
The Royal Household,Scotland,1,NA,NA,G
The Royal Wee,Scotland,1,NA,NA,G
The Sailor,Scotland,1,NA,NA,G
The Saint,Scotland,1,1,83.6,D
The Scotch House,Scotland,1,NA,NA,G
The Scotch Whisky Experience,Scotland,2,1,86,C
The Scots Whisky Forum,Scotland,1,1,87.23,C
The Scotsman,Scotland,1,NA,NA,G
The Scottish Blend,Scotland,1,NA,NA,G
The Scottish Gathering,Scotland,1,NA,NA,G
The Scottish Gourmet,Scotland,1,NA,NA,G
The Scottish Referendum,Scotland,3,3,86.96,C
The Seaforth Club Malt Whisky,Scotland,1,NA,NA,G
The Secret Cask,Scotland,6,4,88.46,C
The Secret Islay,Scotland,4,3,81.78,D
The Secret Orkney,Scotland,1,1,81.67,D
The Secret Speyside,Scotland,2,2,84.63,D
The Sexton,Ireland,1,1,80.33,D
The Sheiling,Scotland,1,NA,NA,G
The Singleton of Auchroisk,Scotland,27,18,83.88,D
The Singleton of Dufftown,Scotland,26,22,78.3,E
The Singleton of Glen Ord,Scotland,20,14,82.21,D
The Singleton of Glendullan,Scotland,15,10,80.93,D
The Sinner,Scotland,1,1,83.5,D
The Six Isles,Scotland,9,9,82.6,D
The Smoking Steamship,Scotland,1,1,82,D
The smoky vineyard,Scotland,1,1,86,C
The Society's,Scotland,6,1,78,E
The Sovereign,Scotland,6,NA,NA,G
The Spaniard,Scotland,1,NA,NA,G
The Speaker,Scotland,8,1,83,D
The Spey Cast,Scotland,8,4,81.55,D
The Speyside,Scotland,1,NA,NA,G
The Spice Tree,Scotland,10,9,85.59,C
The Spirit of Burns,Scotland,1,NA,NA,G
The Spirit of Dunedin,New Zealand,1,NA,NA,G
The Spirit of Shawnee,United States,1,1,81,D
The Steward's Solera,United States,1,NA,NA,G
The Stewart MacDuff,Scotland,1,NA,NA,G
The Strathspey Malt,Scotland,1,1,80.25,D
The Strathspey Reserve,Scotland,10,5,82.5,D
The Stuart Arms,Scotland,1,1,85.5,C
The Swiss Malt Blend,Switzerland,3,NA,NA,G
The Talisman,Scotland,6,4,70.5,F
The Tarbolton,Scotland,1,1,55,G
The Targe,Scotland,1,1,73.33,F
The Tasmanian Collection,Australia,1,NA,NA,G
The Ted,,1,NA,NA,G
The Temple Bar,Ireland,9,7,81.66,D
The Three Scotches,Scotland,6,3,78.22,E
The Tiger's Eye,Scotland,1,1,75.5,E
The Torran,Scotland,4,1,71.5,F
The Trail of Tears,United States,1,1,82.63,D
The Transition,Scotland,1,1,90.5,B
The Trinity,Scotland,3,NA,NA,G
The Trojan,Scotland,1,1,87.67,C
The Tulliallan,Scotland,3,NA,NA,G
The TWA Brigs,Scotland,1,1,89,C
The Tweeddale,Scotland,8,8,83.92,D
The Two,Scotland,4,2,82,D
The Unnameable,Scotland,1,1,76,E
The Vogel,Germany,2,2,78.2,E
The Wallace Monument,Scotland,1,NA,NA,G
The Wanderer,Scotland,1,1,88.6,C
The Westfalian,Germany,14,10,85.17,C
The Whisky Club,Scotland,3,NA,NA,G
The Whisky Lyon,Egypt,1,NA,NA,G
The Whisky of 1990,Scotland,3,NA,NA,G
The Whisky that Cannot be Named,Scotland,1,1,92.79,B
The Whistler,Ireland,4,4,82.24,D
The White,Scotland,1,NA,NA,G
The Wild Geese,Ireland,18,11,78.7,E
The Winner,Scotland,1,NA,NA,G
The Winter Queen,,1,1,88.26,C
The Witch's Brew,Scotland,1,1,84,D
The Wolf of Badenoch,Scotland,1,1,75.5,E
The World Pipe Band Championships,Scotland,1,NA,NA,G
The Yellow Rose of Texas,United States,4,1,71,F
The Young Pretender,Scotland,1,NA,NA,G
Thedford Colonial Style,United States,1,NA,NA,G
Thirsty Sailors Malt,Switzerland,1,1,82,D
Thirteen Corners,United States,2,NA,NA,G
Thirteenth Colony,United States,3,1,81,D
This is not a luxury Whisky,Scotland,1,1,88.99,C
Thistle,Scotland,3,1,84,D
Thomas Dirk,,1,NA,NA,G
Thomas H. Handy Sazerac,United States,12,12,89.3,C
Thompson's,Scotland,2,2,82.5,D
Thomson,New Zealand,18,12,77.37,E
Thor Boyo,France,1,1,68.25,G
Thorne's,Scotland,4,NA,NA,G
Thorneke,Germany,2,2,73,F
Thousand Mountains,Germany,7,5,83.41,D
Three Capes,Australia,1,NA,NA,G
Three Castles,Scotland,1,NA,NA,G
Three Islay Distilleries,Scotland,1,1,88.5,C
Three Oaks,United States,1,1,53,G
Three Ships,South Africa,12,10,79.16,E
Three Year Old Deluxe,Scotland,2,2,88.68,C
Threeland,Germany,23,12,70.09,F
Thumb Butte,United States,4,NA,NA,G
Thunder Road,United States,NA,NA,NA,G
Thunder's Whisky,Scotland,1,NA,NA,G
Thursky,Switzerland,2,2,79.15,E
Thy Whisky,Denmark,10,7,83.95,D
Tiger Juice Distillery,United States,1,NA,NA,G
Tiger Snake,Australia,4,3,79.67,E
Tight Lines,Scotland,1,NA,NA,G
Tim Smith's,United States,2,1,50,G
Timboon,Australia,3,2,81.5,D
Time Slip,Japan,1,1,92.06,B
Timeless Selected Spirits,Germany,1,1,73,F
Timorous Beastie,Scotland,8,7,84.31,D
Tincup,United States,3,3,82.12,D
Tinkers Dram,Scotland,1,NA,NA,G
Tipperary,Ireland,11,10,83.29,D
Tirado,United States,1,NA,NA,G
Tiroler Single Malt Whisky,Austria,2,1,78,E
Titanic,Ireland,2,2,81.5,D
TKO,Scotland,1,NA,NA,G
To the Ends of the Earth,Scotland,1,NA,NA,G
Tobermory,Scotland,419,334,84.9,D
Togouchi,Japan,11,11,80.61,D
Tom Derry,Scotland,1,1,78.67,E
Tom Dooley,United States,1,NA,NA,G
Tom Maher's,Ireland,1,1,78,E
Tom Moore,United States,4,NA,NA,G
Tom's,United States,1,NA,NA,G
Tom's,Ireland,1,1,77,E
Tom's Foolery,United States,7,3,79.67,E
Tomatin,Scotland,830,669,86.33,C
Tomfarclas,Scotland,1,1,87.29,C
Tomfarclas Wood,Scotland,1,1,87.21,C
Tomintoul,Scotland,300,229,85.69,C
Tomintoul Scotland,Scotland,1,1,59,G
Toolmaker,Germany,1,1,83,D
Top Secret,Scotland,2,2,69.5,G
Top Ten,Scotland,1,NA,NA,G
Top Vat,Scotland,1,NA,NA,G
TOPO,United States,1,NA,NA,G
